2024-05-05 14:40:17,684 - root - INFO - Starting the process...
2024-05-05 14:40:17,768 - root - INFO - Training and hyperparameter tuning starts.
2024-05-05 14:40:17,768 - optuna.storages._in_memory - INFO - A new study created in memory with name: no-name-f08fd999-7db3-4f65-b66d-6374919f7f16
2024-05-05 14:40:21,381 - root - INFO - New best model saved with score: 0.0003814624797087163
2024-05-05 14:40:21,381 - optuna.study.study - INFO - Trial 0 finished with value: 0.0003814624797087163 and parameters: {'batch_size': 64, 'num_layers': 4, 'hidden_dim': 128, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 32, 'lr': 0.002265370746003531, 'tw': 30}. Best is trial 0 with value: 0.0003814624797087163.
2024-05-05 14:41:34,090 - optuna.study.study - INFO - Trial 160 finished with value: 0.00030226469971239567 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 128, 'lr': 0.0006209773623976914, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:34,659 - optuna.study.study - INFO - Trial 161 finished with value: 0.00022689427714794874 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0005654484650328387, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:35,224 - optuna.study.study - INFO - Trial 162 finished with value: 0.0003335828660055995 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0004999157158269488, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:35,791 - optuna.study.study - INFO - Trial 163 finished with value: 0.00034224733826704323 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0005551068072645968, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:36,353 - optuna.study.study - INFO - Trial 164 finished with value: 0.00037135431193746626 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007090194022117677, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:36,918 - optuna.study.study - INFO - Trial 165 finished with value: 0.0004138477670494467 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0006093826085083484, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:37,478 - optuna.study.study - INFO - Trial 166 finished with value: 0.00023242233146447688 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0008906433606698952, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:38,115 - optuna.study.study - INFO - Trial 167 finished with value: 0.0007064759847708046 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0009491985939568532, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:38,662 - optuna.study.study - INFO - Trial 168 finished with value: 0.00030363581026904285 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0011364893247696184, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:39,311 - optuna.study.study - INFO - Trial 169 finished with value: 0.00029836728936061263 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0008604391259869812, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:39,946 - optuna.study.study - INFO - Trial 170 finished with value: 0.00040990562411025167 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0007937094425137723, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:40,669 - optuna.study.study - INFO - Trial 171 finished with value: 0.0003135971783194691 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0006972801531761378, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:40,999 - optuna.study.study - INFO - Trial 172 finished with value: 0.00037344315205700696 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 64, 'meta_hidden_dim1': 128, 'meta_hidden_dim2': 64, 'lr': 0.0009675215616296338, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:41,735 - optuna.study.study - INFO - Trial 173 finished with value: 0.0003222223022021353 and parameters: {'batch_size': 32, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007837927943028406, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:42,284 - optuna.study.study - INFO - Trial 174 finished with value: 0.0002477686502970755 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0003956969802109275, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:42,851 - optuna.study.study - INFO - Trial 175 finished with value: 0.0013970199506729841 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.00034753087639197177, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:43,423 - optuna.study.study - INFO - Trial 176 finished with value: 0.00028158328495919704 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0014909987950034074, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:44,059 - optuna.study.study - INFO - Trial 177 finished with value: 0.0004593633930198848 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.00039019846140189116, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:44,616 - optuna.study.study - INFO - Trial 178 finished with value: 0.0003268191940151155 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 256, 'lr': 0.0012885899995271428, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:45,273 - optuna.study.study - INFO - Trial 179 finished with value: 0.0003444761096034199 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0004399764950781716, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:45,584 - optuna.study.study - INFO - Trial 180 finished with value: 0.0016912032151594758 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0005078864028533575, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:46,313 - optuna.study.study - INFO - Trial 181 finished with value: 0.0002367691631661728 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0005727992706788615, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:46,873 - optuna.study.study - INFO - Trial 182 finished with value: 0.0003052898682653904 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.000598489521258267, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:47,436 - optuna.study.study - INFO - Trial 183 finished with value: 0.00042032572673633695 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0006397805530398734, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:47,994 - optuna.study.study - INFO - Trial 184 finished with value: 0.0003172453143633902 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0017217092087816876, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:48,716 - optuna.study.study - INFO - Trial 185 finished with value: 0.00032085063867270947 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007295699126580161, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:49,352 - optuna.study.study - INFO - Trial 186 finished with value: 0.00031931151170283556 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0005501911036105146, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:50,067 - optuna.study.study - INFO - Trial 187 finished with value: 0.0001779976737452671 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0008789128549771504, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:50,799 - optuna.study.study - INFO - Trial 188 finished with value: 0.00032715738052502275 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0008868589575426175, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:51,147 - optuna.study.study - INFO - Trial 189 finished with value: 0.00029481330420821905 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 32, 'lr': 0.0010394492931063482, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:51,870 - optuna.study.study - INFO - Trial 190 finished with value: 0.00029562105191871524 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0006654179616506038, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:52,608 - optuna.study.study - INFO - Trial 191 finished with value: 0.00041138799861073494 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0008160800888651812, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:53,340 - optuna.study.study - INFO - Trial 192 finished with value: 0.00031870868406258523 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0009479557000783408, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:54,165 - optuna.study.study - INFO - Trial 193 finished with value: 0.0003159422776661813 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007348188796991096, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:54,653 - optuna.study.study - INFO - Trial 194 finished with value: 0.00037234314368106425 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0008762679814484557, 'tw': 20}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:55,001 - optuna.study.study - INFO - Trial 195 finished with value: 0.00029220376745797694 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 32, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0011139881384034038, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:55,631 - optuna.study.study - INFO - Trial 196 finished with value: 0.00033686659298837185 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0005853420064053928, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:56,193 - optuna.study.study - INFO - Trial 197 finished with value: 0.0029078752268105745 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0004920594619431861, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:56,574 - optuna.study.study - INFO - Trial 198 finished with value: 0.00030172528931871057 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 64, 'meta_hidden_dim1': 128, 'meta_hidden_dim2': 64, 'lr': 0.0007572754683627603, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:57,179 - optuna.study.study - INFO - Trial 199 finished with value: 0.00031076587038114667 and parameters: {'batch_size': 32, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.000654179722127334, 'tw': 20}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:57,828 - optuna.study.study - INFO - Trial 200 finished with value: 0.0003332560299895704 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 128, 'lr': 0.001013421135859392, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:58,183 - optuna.study.study - INFO - Trial 201 finished with value: 0.00025050120893865824 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0003149584774219773, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:58,528 - optuna.study.study - INFO - Trial 202 finished with value: 0.00037347059696912766 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00032198385931458853, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:59,259 - optuna.study.study - INFO - Trial 203 finished with value: 0.0003190331917721778 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0004555731939579745, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:59,598 - optuna.study.study - INFO - Trial 204 finished with value: 0.0003619004273787141 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00037786093895268003, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:59,965 - optuna.study.study - INFO - Trial 205 finished with value: 0.0002391630259808153 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0004156617525024826, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:00,328 - optuna.study.study - INFO - Trial 206 finished with value: 0.0002659967285580933 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0004370300717579196, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:00,693 - optuna.study.study - INFO - Trial 207 finished with value: 0.0010556239867582917 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.00042230850662796607, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:01,060 - optuna.study.study - INFO - Trial 208 finished with value: 0.00028703422867693007 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.0005016022460834265, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:01,433 - optuna.study.study - INFO - Trial 209 finished with value: 0.00039046764140948653 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0002960127427750058, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:01,797 - optuna.study.study - INFO - Trial 210 finished with value: 0.0011008349247276783 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0003461953669910938, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:02,566 - optuna.study.study - INFO - Trial 211 finished with value: 0.0003840405843220651 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0008241033346893797, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:02,892 - optuna.study.study - INFO - Trial 212 finished with value: 0.0003262487589381635 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0004022347020373873, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:03,712 - optuna.study.study - INFO - Trial 213 finished with value: 0.00030512153171002865 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0005751744236896705, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:04,042 - optuna.study.study - INFO - Trial 214 finished with value: 0.00033185770735144615 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 64, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0006924443321308454, 'tw': 20}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:04,763 - optuna.study.study - INFO - Trial 215 finished with value: 0.00033892938517965376 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0008646783929363255, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:05,094 - optuna.study.study - INFO - Trial 216 finished with value: 0.0003291165048722178 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0007444286346466447, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:05,813 - optuna.study.study - INFO - Trial 217 finished with value: 0.00027420654078014195 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.0009176048552479714, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:06,843 - optuna.study.study - INFO - Trial 218 finished with value: 0.0003513248811941594 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.000650613866414634, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:07,165 - optuna.study.study - INFO - Trial 219 finished with value: 0.0003296917420811951 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 64, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 256, 'lr': 0.0002675303848874961, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:07,477 - optuna.study.study - INFO - Trial 220 finished with value: 0.0011750143021345139 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0003727754027623331, 'tw': 20}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:07,821 - optuna.study.study - INFO - Trial 221 finished with value: 0.00035889222635887563 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0002427467805637903, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:08,185 - optuna.study.study - INFO - Trial 222 finished with value: 0.0004055878089275211 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00020075153310316715, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:08,537 - optuna.study.study - INFO - Trial 223 finished with value: 0.00028575400938279927 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00022892018208737637, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:08,886 - optuna.study.study - INFO - Trial 224 finished with value: 0.00031827299972064793 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00015475077295412862, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:09,622 - optuna.study.study - INFO - Trial 225 finished with value: 0.00038185849552974105 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0003092021039360852, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:09,948 - optuna.study.study - INFO - Trial 226 finished with value: 0.004669993184506893 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.00013101382327714874, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:10,675 - optuna.study.study - INFO - Trial 227 finished with value: 0.0024710046127438545 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0005386543311731179, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:10,988 - optuna.study.study - INFO - Trial 228 finished with value: 0.0003585773229133338 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 32, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0012275428481973002, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:11,709 - optuna.study.study - INFO - Trial 229 finished with value: 0.0002605389745440334 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007819550149117813, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:12,280 - optuna.study.study - INFO - Trial 230 finished with value: 0.0002895418438129127 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007929002455757184, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:13,001 - optuna.study.study - INFO - Trial 231 finished with value: 0.0003170067793689668 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0006944161570974467, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:13,727 - optuna.study.study - INFO - Trial 232 finished with value: 0.0002595687401480973 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.000998451178449308, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:14,455 - optuna.study.study - INFO - Trial 233 finished with value: 0.0003036287962459028 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0010068251189204861, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:15,175 - optuna.study.study - INFO - Trial 234 finished with value: 0.0002962617145385593 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0008949289375186487, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:15,902 - optuna.study.study - INFO - Trial 235 finished with value: 0.00031462826882489026 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0008237795267651798, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:16,628 - optuna.study.study - INFO - Trial 236 finished with value: 0.000347075576428324 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0009860112106035972, 'tw': 20}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:17,448 - optuna.study.study - INFO - Trial 237 finished with value: 0.0005259111057966948 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0010838481151465833, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:18,009 - optuna.study.study - INFO - Trial 238 finished with value: 0.0003069430822506547 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007573986439866455, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:18,839 - optuna.study.study - INFO - Trial 239 finished with value: 0.0002501387207303196 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0006136354490068567, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:42:19,571 - optuna.study.study - INFO - Trial 240 finished with value: 0.0002857609943021089 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 128, 'lr': 0.008105635637007617, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
